n,points,E,Em,E_1.5,E_lim,A,Am,A_1.5,A_lim
0,100,1.775495040000000,1.783352806400000,1.788317977600000,2.151970931084092,-0.613600000000000,-0.025440000000000,-0.028320000000000,0.023179400926999
1,200,1.784223360000000,1.773917553600000,1.774128486400000,2.133162101879617,-0.639200000000000,-0.009080000000000,-0.010560000000000,0.001658242951095
2,300,1.797540495802469,1.781113263091358,1.781958036543210,2.147940664231852,-0.636355555555556,-0.002595555555556,-0.003911111111111,0.000040113282943
3,400,1.787943383900000,1.784832710000000,1.784629631600000,2.172573696252895,-0.646310000000000,-0.002700000000000,-0.003220000000000,0.000995633937910
