n,points,E,Em,E_1.5,E_b,A,Am,A_1.5,A_b
0,100,0.000099574356169,0.000037077395254,0.000005980844070,0.001588223519576,0.003332454721734,0.001288326259411,0.000215933616189,0.034419738801964
1,200,0.000036147010401,0.000009065880820,0.000000893907920,0.000838488060488,0.001741283768296,0.000444704149354,0.000046879327628,0.025421639984737
