n,points,E,Em,E_1.5,E_lim,A,Am,A_1.5,A_lim
0,100,26.488091361599992,21.370558136399993,14.803659089999998,0.127972270409966,0.935686185855068,0.899667640631807,-0.052734334166651,1.653296270765851
1,200,38.906961784225054,31.029039956100050,21.287623890625003,0.126851453624789,0.968921160763325,0.926671486504227,-0.058190285916122,1.648265003189357
