n,points,E,Em,E_1_5,Eb,A,Am,A_1_5,Ab
0,10,0.0582838731,0.0638621444,0.0611764210,0.0618178056,-0.2794552940,-0.2927626330,-0.2417977136,-0.2417368720
1,20,0.0986166202,0.1008924140,0.0983760190,0.0984818068,-0.3447173786,-0.3563219454,-0.3098591612,-0.3101753675
2,30,0.1206519816,0.1292910944,0.1231359607,0.1233986603,-0.3689376355,-0.3760806625,-0.3316610021,-0.3316150156
