n,points,E,Em,E_1.5,E_lim,A,Am,A_1.5,A_lim
0,100,15.830295782400000,13.927236998400003,6.213179768399999,0.020386565664812,0.713206994918022,0.709227045169595,-0.007760902009432,0.737624218435909
1,110,16.406052995013997,14.790707956013931,6.157994524690936,0.020411095832389,0.710113409655654,0.713392183600601,-0.007420383138565,0.737733900034210
2,120,17.010905634452154,15.178060472415115,6.356532625192901,0.020442586993219,0.691945669826968,0.702551362160642,-0.007120964852609,0.737719596017651
3,130,17.992184219880265,16.085778616154904,6.781238197402052,0.020434332525430,0.710233176312626,0.715340833523049,-0.006317365497103,0.737711679063606
4,140,18.542865943877548,16.737626224593914,6.981157058413162,0.020474174402364,0.703178915166473,0.715931176074539,-0.006857347846790,0.737867975050859
5,150,19.541089779041961,17.281159437511093,7.157189279288889,0.020482567111388,0.711126804493510,0.715141405007129,-0.010416260792093,0.737858004530559
6,160,19.865177984619155,17.891151875976579,7.569579680236816,0.020473432066170,0.690568255410604,0.712831939536537,-0.017633625922753,0.737972322152394
7,170,20.830017188491517,18.422100057039547,7.679173770381102,0.020466286710882,0.708927335640138,0.711266435986159,-0.009626297577855,0.738126791139222
8,180,21.504787387174201,19.388754431336672,8.070315672153635,0.020502059574245,0.706366302683347,0.728747369914400,-0.012388044592833,0.738273300499361
